sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences\train\sequence_0.npy,0,train,1189,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T092257Z_idx9774.npy,236244,236287,43,23624.4,23628.7,4.3,False
data\results\sequences\train\sequence_0.npy,0,train,1190,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250318T002003Z_idx9939.npy,236287,236629,342,23628.7,23662.9,34.2,False
data\results\sequences\train\sequence_0.npy,0,train,1191,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250103T124723Z_idx9589.npy,236629,236900,271,23662.9,23690.0,27.1,False
data\results\sequences\train\sequence_0.npy,0,train,1192,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T202714Z_idx11130.npy,236900,237291,391,23690.0,23729.1,39.1,False
data\results\sequences\train\sequence_0.npy,0,train,1193,G01,data\results\fragments_combined\G01\AMAR170.20240419T025445Z_idx3096.npy,237291,237309,18,23729.1,23730.9,1.8,False
data\results\sequences\train\sequence_0.npy,0,train,1194,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T142714Z_idx10720.npy,237309,237716,407,23730.9,23771.6,40.7,False
data\results\sequences\train\sequence_0.npy,0,train,1195,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250118T070723Z_idx9634.npy,237716,238352,636,23771.6,23835.2,63.6,False
data\results\sequences\train\sequence_0.npy,0,train,1196,G01,data\results\fragments_combined\G01\AMAR170.20241003T004714Z_idx7379.npy,238352,238364,12,23835.2,23836.4,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1197,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250118T143454Z_idx10288.npy,238364,238906,542,23836.4,23890.6,54.2,False
data\results\sequences\train\sequence_0.npy,0,train,1198,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T082257Z_idx9718.npy,238906,239128,222,23890.6,23912.8,22.2,False
data\results\sequences\train\sequence_0.npy,0,train,1199,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T111257Z_idx9891.npy,239128,239205,77,23912.8,23920.5,7.7,False
data\results\sequences\train\sequence_0.npy,0,train,1200,G01,data\results\fragments_combined\G01\AMAR170.20240803T043714Z_idx5105.npy,239205,239316,111,23920.5,23931.6,11.1,False
data\results\sequences\train\sequence_0.npy,0,train,1201,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241203T014723Z_idx9478.npy,239316,239760,444,23931.6,23976.0,44.4,False
data\results\sequences\train\sequence_0.npy,0,train,1202,G01,data\results\fragments_combined\G01\AMAR170.20240703T190445Z_idx4677.npy,239760,239842,82,23976.0,23984.2,8.2,False
data\results\sequences\train\sequence_0.npy,0,train,1203,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241003T212714Z_idx11036.npy,239842,240485,643,23984.2,24048.5,64.3,False
data\results\sequences\train\sequence_0.npy,0,train,1204,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T064714Z_idx10649.npy,240485,240726,241,24048.5,24072.6,24.1,False
data\results\sequences\train\sequence_0.npy,0,train,1205,G01,data\results\fragments_combined\G01\AMAR887.20241003T221437Z_idx9358.npy,240726,240746,20,24072.6,24074.6,2.0,False
data\results\sequences\train\sequence_0.npy,0,train,1206,G01,data\results\fragments_combined\G01\AMAR170.20240419T150445Z_idx3855.npy,240746,240760,14,24074.6,24076.0,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,1207,Nothing,data\results\fragments_combined\Nothing\AMAR887.20241003T062437Z_idx11514.npy,240760,241339,579,24076.0,24133.9,57.9,False
data\results\sequences\train\sequence_0.npy,0,train,1208,G01,data\results\fragments_combined\G01\AMAR170.20240703T185445Z_idx4668.npy,241339,241743,404,24133.9,24174.3,40.4,False
data\results\sequences\train\sequence_0.npy,0,train,1209,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T173454Z_idx10239.npy,241743,241931,188,24174.3,24193.1,18.8,False
data\results\sequences\train\sequence_0.npy,0,train,1210,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250118T210723Z_idx9660.npy,241931,242212,281,24193.1,24221.2,28.1,False
data\results\sequences\train\sequence_0.npy,0,train,1211,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T222714Z_idx11140.npy,242212,242653,441,24221.2,24265.3,44.1,False
data\results\sequences\train\sequence_0.npy,0,train,1212,G01,data\results\fragments_combined\G01\AMAR170.20240803T122714Z_idx5439.npy,242653,242741,88,24265.3,24274.1,8.8,False
data\results\sequences\train\sequence_0.npy,0,train,1213,G01,data\results\fragments_combined\G01\AMAR170.20240419T024445Z_idx3032.npy,242741,242758,17,24274.1,24275.8,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,1214,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T005454Z_idx10095.npy,242758,242947,189,24275.8,24294.7,18.9,False
data\results\sequences\train\sequence_0.npy,0,train,1215,G01,data\results\fragments_combined\G01\AMAR887.20241003T073437Z_idx9265.npy,242947,242958,11,24294.7,24295.8,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,1216,G01,data\results\fragments_combined\G01\AMAR170.20241003T012714Z_idx7422.npy,242958,242977,19,24295.8,24297.7,1.9,False
data\results\sequences\train\sequence_0.npy,0,train,1217,G01,data\results\fragments_combined\G01\AMAR1270.20241107T034723Z_idx43.npy,242977,243000,23,24297.7,24300.0,2.3,False
data\results\sequences\train\sequence_0.npy,0,train,1218,G01,data\results\fragments_combined\G01\AMAR170.20240419T110445Z_idx3408.npy,243000,243014,14,24300.0,24301.4,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,1219,G01,data\results\fragments_combined\G01\AMAR887.20240903T002437Z_idx8922.npy,243014,243045,31,24301.4,24304.5,3.1,False
data\results\sequences\train\sequence_0.npy,0,train,1220,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T211257Z_idx9855.npy,243045,243293,248,24304.5,24329.3,24.8,False
data\results\sequences\train\sequence_0.npy,0,train,1221,G01,data\results\fragments_combined\G01\AMAR170.20240419T000445Z_idx2947.npy,243293,243357,64,24329.3,24335.7,6.4,False
data\results\sequences\train\sequence_0.npy,0,train,1222,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T054714Z_idx10643.npy,243357,244007,650,24335.7,24400.7,65.0,False
data\results\sequences\train\sequence_0.npy,0,train,1223,G01,data\results\fragments_combined\G01\AMAR1273.20250103T193454Z_idx2689.npy,244007,244019,12,24400.7,24401.9,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1224,G01,data\results\fragments_combined\G01\AMAR170.20240803T184714Z_idx5840.npy,244019,244029,10,24401.9,24402.9,1.0,False
data\results\sequences\train\sequence_0.npy,0,train,1225,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240918T122714Z_idx10956.npy,244029,244449,420,24402.9,24444.9,42.0,False
data\results\sequences\train\sequence_0.npy,0,train,1226,G01,data\results\fragments_combined\G01\AMAR170.20240918T084714Z_idx6976.npy,244449,244462,13,24444.9,24446.2,1.3,False
data\results\sequences\train\sequence_0.npy,0,train,1227,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250403T080257Z_idx9880.npy,244462,244795,333,24446.2,24479.5,33.3,False
data\results\sequences\train\sequence_0.npy,0,train,1228,G01,data\results\fragments_combined\G01\AMAR170.20240903T014714Z_idx6489.npy,244795,244806,11,24479.5,24480.6,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,1229,G01,data\results\fragments_combined\G01\AMAR170.20240718T032714Z_idx4918.npy,244806,244810,4,24480.6,24481.0,0.4,False
data\results\sequences\train\sequence_0.npy,0,train,1230,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T004454Z_idx10187.npy,244810,244895,85,24481.0,24489.5,8.5,False
data\results\sequences\train\sequence_0.npy,0,train,1231,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T051437Z_idx11482.npy,244895,244949,54,24489.5,24494.9,5.4,False
data\results\sequences\train\sequence_0.npy,0,train,1232,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250103T073454Z_idx10212.npy,244949,245434,485,24494.9,24543.4,48.5,False
data\results\sequences\train\sequence_0.npy,0,train,1233,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240901T021437Z_idx11429.npy,245434,245678,244,24543.4,24567.8,24.4,False
data\results\sequences\train\sequence_0.npy,0,train,1234,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T230257Z_idx9730.npy,245678,245714,36,24567.8,24571.4,3.6,False
data\results\sequences\train\sequence_0.npy,0,train,1235,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T093714Z_idx10706.npy,245714,246064,350,24571.4,24606.4,35.0,False
data\results\sequences\train\sequence_0.npy,0,train,1236,G01,data\results\fragments_combined\G01\AMAR170.20240803T024714Z_idx5083.npy,246064,246086,22,24606.4,24608.6,2.2,False
data\results\sequences\train\sequence_0.npy,0,train,1237,G01,data\results\fragments_combined\G01\AMAR887.20241003T082437Z_idx9288.npy,246086,246318,232,24608.6,24631.8,23.2,False
data\results\sequences\train\sequence_0.npy,0,train,1238,G01,data\results\fragments_combined\G01\AMAR170.20240419T124445Z_idx3594.npy,246318,246340,22,24631.8,24634.0,2.2,False
data\results\sequences\train\sequence_0.npy,0,train,1239,G01,data\results\fragments_combined\G01\AMAR170.20241003T003714Z_idx7316.npy,246340,246606,266,24634.0,24660.6,26.6,False
data\results\sequences\train\sequence_0.npy,0,train,1240,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T122714Z_idx10714.npy,246606,246857,251,24660.6,24685.7,25.1,False
data\results\sequences\train\sequence_0.npy,0,train,1241,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T085454Z_idx10108.npy,246857,247523,666,24685.7,24752.3,66.6,False
data\results\sequences\train\sequence_0.npy,0,train,1242,G01,data\results\fragments_combined\G01\AMAR1270.20250218T131257Z_idx1257.npy,247523,247541,18,24752.3,24754.1,1.8,False
data\results\sequences\train\sequence_0.npy,0,train,1243,G01,data\results\fragments_combined\G01\AMAR1273.20241218T055454Z_idx2291.npy,247541,247558,17,24754.1,24755.8,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,1244,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240818T010732Z_idx11219.npy,247558,247936,378,24755.8,24793.6,37.8,False
data\results\sequences\train\sequence_0.npy,0,train,1245,G01,data\results\fragments_combined\G01\AMAR170.20240419T025445Z_idx3081.npy,247936,247959,23,24793.6,24795.9,2.3,False
data\results\sequences\train\sequence_0.npy,0,train,1246,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241203T213249Z_idx11409.npy,247959,248047,88,24795.9,24804.7,8.8,False
data\results\sequences\train\sequence_0.npy,0,train,1247,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240918T124714Z_idx10960.npy,248047,248069,22,24804.7,24806.9,2.2,False
data\results\sequences\train\sequence_0.npy,0,train,1248,G01,data\results\fragments_combined\G01\AMAR1270.20241107T185723Z_idx382.npy,248069,248075,6,24806.9,24807.5,0.6,False
data\results\sequences\train\sequence_0.npy,0,train,1249,G01,data\results\fragments_combined\G01\AMAR170.20240803T183714Z_idx5794.npy,248075,248334,259,24807.5,24833.4,25.9,False
data\results\sequences\train\sequence_0.npy,0,train,1250,G01,data\results\fragments_combined\G01\AMAR170.20241018T222714Z_idx8334.npy,248334,248349,15,24833.4,24834.9,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,1251,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T140257Z_idx9843.npy,248349,248710,361,24834.9,24871.0,36.1,False
data\results\sequences\train\sequence_0.npy,0,train,1252,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240918T074714Z_idx10940.npy,248710,248900,190,24871.0,24890.0,19.0,False
data\results\sequences\train\sequence_0.npy,0,train,1253,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T202714Z_idx10896.npy,248900,248971,71,24890.0,24897.1,7.1,False
data\results\sequences\train\sequence_0.npy,0,train,1254,G01,data\results\fragments_combined\G01\AMAR1270.20250203T230257Z_idx1131.npy,248971,249118,147,24897.1,24911.8,14.7,False
data\results\sequences\train\sequence_0.npy,0,train,1255,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241104T015454Z_idx10066.npy,249118,249463,345,24911.8,24946.3,34.5,False
data\results\sequences\train\sequence_0.npy,0,train,1256,G01,data\results\fragments_combined\G01\AMAR170.20240918T124714Z_idx7115.npy,249463,249475,12,24946.3,24947.5,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1257,G01,data\results\fragments_combined\G01\AMAR170.20240419T160445Z_idx4026.npy,249475,249487,12,24947.5,24948.7,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1258,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241104T014454Z_idx10064.npy,249487,249884,397,24948.7,24988.4,39.7,False
data\results\sequences\train\sequence_0.npy,0,train,1259,G01,data\results\fragments_combined\G01\AMAR170.20240718T012714Z_idx4885.npy,249884,249891,7,24988.4,24989.1,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,1260,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241003T085732Z_idx11275.npy,249891,250189,298,24989.1,25018.9,29.8,False
data\results\sequences\train\sequence_0.npy,0,train,1261,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T040257Z_idx9689.npy,250189,250496,307,25018.9,25049.6,30.7,False
data\results\sequences\train\sequence_0.npy,0,train,1262,G01,data\results\fragments_combined\G01\AMAR1273.20250103T225454Z_idx2769.npy,250496,250562,66,25049.6,25056.2,6.6,False
data\results\sequences\train\sequence_0.npy,0,train,1263,G01,data\results\fragments_combined\G01\AMAR170.20240703T175445Z_idx4634.npy,250562,250620,58,25056.2,25062.0,5.8,False
data\results\sequences\train\sequence_0.npy,0,train,1264,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240503T004445Z_idx10473.npy,250620,250643,23,25062.0,25064.3,2.3,False
data\results\sequences\train\sequence_0.npy,0,train,1265,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T213714Z_idx11137.npy,250643,251089,446,25064.3,25108.9,44.6,False
data\results\sequences\train\sequence_0.npy,0,train,1266,G01,data\results\fragments_combined\G01\AMAR170.20240803T222714Z_idx6069.npy,251089,251095,6,25108.9,25109.5,0.6,False
data\results\sequences\train\sequence_0.npy,0,train,1267,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T145445Z_idx10446.npy,251095,251248,153,25109.5,25124.8,15.3,False
data\results\sequences\train\sequence_0.npy,0,train,1268,G01,data\results\fragments_combined\G01\AMAR1270.20250203T021257Z_idx952.npy,251248,251260,12,25124.8,25126.0,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1269,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T042714Z_idx10677.npy,251260,251272,12,25126.0,25127.2,1.2,False
data\results\sequences\train\sequence_0.npy,0,train,1270,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240703T080445Z_idx10554.npy,251272,251313,41,25127.2,25131.3,4.1,False
data\results\sequences\train\sequence_0.npy,0,train,1271,G01,data\results\fragments_combined\G01\AMAR170.20240903T003714Z_idx6432.npy,251313,251412,99,25131.3,25141.2,9.9,False
data\results\sequences\train\sequence_0.npy,0,train,1272,G01,data\results\fragments_combined\G01\AMAR1270.20250103T034723Z_idx577.npy,251412,251464,52,25141.2,25146.4,5.2,False
data\results\sequences\train\sequence_0.npy,0,train,1273,G01,data\results\fragments_combined\G01\AMAR1270.20250203T032257Z_idx987.npy,251464,251475,11,25146.4,25147.5,1.1,False
data\results\sequences\train\sequence_0.npy,0,train,1274,G01,data\results\fragments_combined\G01\AMAR1270.20241107T044723Z_idx108.npy,251475,251511,36,25147.5,25151.1,3.6,False
data\results\sequences\train\sequence_0.npy,0,train,1275,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T050257Z_idx9696.npy,251511,252022,511,25151.1,25202.2,51.1,False
data\results\sequences\train\sequence_0.npy,0,train,1276,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250303T021003Z_idx9930.npy,252022,252537,515,25202.2,25253.7,51.5,False
data\results\sequences\train\sequence_0.npy,0,train,1277,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250203T231257Z_idx9732.npy,252537,253110,573,25253.7,25311.0,57.3,False
data\results\sequences\train\sequence_0.npy,0,train,1278,G01,data\results\fragments_combined\G01\AMAR170.20241003T002714Z_idx7264.npy,253110,253124,14,25311.0,25312.4,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,1279,Nothing,data\results\fragments_combined\Nothing\AMAR1272.20250118T230450Z_idx10059.npy,253124,253506,382,25312.4,25350.6,38.2,False
data\results\sequences\train\sequence_0.npy,0,train,1280,G01,data\results\fragments_combined\G01\AMAR170.20241003T002714Z_idx7281.npy,253506,253523,17,25350.6,25352.3,1.7,False
data\results\sequences\train\sequence_0.npy,0,train,1281,G01,data\results\fragments_combined\G01\AMAR1270.20250103T064723Z_idx662.npy,253523,253543,20,25352.3,25354.3,2.0,False
data\results\sequences\train\sequence_0.npy,0,train,1282,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T021257Z_idx9747.npy,253543,253962,419,25354.3,25396.2,41.9,False
data\results\sequences\train\sequence_0.npy,0,train,1283,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241203T233454Z_idx10141.npy,253962,254088,126,25396.2,25408.8,12.6,False
data\results\sequences\train\sequence_0.npy,0,train,1284,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T060257Z_idx9763.npy,254088,254566,478,25408.8,25456.6,47.8,False
data\results\sequences\train\sequence_0.npy,0,train,1285,Nothing,data\results\fragments_combined\Nothing\AMAR184.20240903T025732Z_idx11232.npy,254566,254861,295,25456.6,25486.1,29.5,False
data\results\sequences\train\sequence_0.npy,0,train,1286,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241118T040723Z_idx9461.npy,254861,254951,90,25486.1,25495.1,9.0,False
data\results\sequences\train\sequence_0.npy,0,train,1287,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250218T042257Z_idx9759.npy,254951,255224,273,25495.1,25522.4,27.3,False
data\results\sequences\train\sequence_0.npy,0,train,1288,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T023714Z_idx10821.npy,255224,255830,606,25522.4,25583.0,60.6,False
data\results\sequences\train\sequence_0.npy,0,train,1289,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250118T163454Z_idx10294.npy,255830,256003,173,25583.0,25600.3,17.3,False
data\results\sequences\train\sequence_0.npy,0,train,1290,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T203714Z_idx10897.npy,256003,256656,653,25600.3,25665.6,65.3,False
data\results\sequences\train\sequence_0.npy,0,train,1291,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241118T034723Z_idx9457.npy,256656,257073,417,25665.6,25707.3,41.7,False
data\results\sequences\train\sequence_0.npy,0,train,1292,G01,data\results\fragments_combined\G01\AMAR170.20240419T145445Z_idx3769.npy,257073,257086,13,25707.3,25708.6,1.3,False
data\results\sequences\train\sequence_0.npy,0,train,1293,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20250403T230754Z_idx10380.npy,257086,257580,494,25708.6,25758.0,49.4,False
data\results\sequences\train\sequence_0.npy,0,train,1294,G01,data\results\fragments_combined\G01\AMAR170.20241003T022714Z_idx7540.npy,257580,257603,23,25758.0,25760.3,2.3,False
data\results\sequences\train\sequence_0.npy,0,train,1295,G01,data\results\fragments_combined\G01\AMAR170.20241018T202714Z_idx8276.npy,257603,257687,84,25760.3,25768.7,8.4,False
data\results\sequences\train\sequence_0.npy,0,train,1296,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T201257Z_idx9852.npy,257687,258243,556,25768.7,25824.3,55.6,False
data\results\sequences\train\sequence_0.npy,0,train,1297,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20241118T024723Z_idx9452.npy,258243,258309,66,25824.3,25830.9,6.6,False
data\results\sequences\train\sequence_0.npy,0,train,1298,G01,data\results\fragments_combined\G01\AMAR170.20240718T072714Z_idx5003.npy,258309,258315,6,25830.9,25831.5,0.6,False
data\results\sequences\train\sequence_0.npy,0,train,1299,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T113714Z_idx10854.npy,258315,258791,476,25831.5,25879.1,47.6,False
data\results\sequences\train\sequence_0.npy,0,train,1300,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240918T134714Z_idx10961.npy,258791,258893,102,25879.1,25889.3,10.2,False
data\results\sequences\train\sequence_0.npy,0,train,1301,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241118T123249Z_idx11374.npy,258893,259049,156,25889.3,25904.9,15.6,False
data\results\sequences\train\sequence_0.npy,0,train,1302,G01,data\results\fragments_combined\G01\AMAR1273.20241218T005454Z_idx2077.npy,259049,259164,115,25904.9,25916.4,11.5,False
data\results\sequences\train\sequence_0.npy,0,train,1303,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240901T052437Z_idx11442.npy,259164,259753,589,25916.4,25975.3,58.9,False
data\results\sequences\train\sequence_0.npy,0,train,1304,G01,data\results\fragments_combined\G01\AMAR170.20240803T142714Z_idx5584.npy,259753,259796,43,25975.3,25979.6,4.3,False
data\results\sequences\train\sequence_0.npy,0,train,1305,G01,data\results\fragments_combined\G01\AMAR170.20241018T193714Z_idx8244.npy,259796,260077,281,25979.6,26007.7,28.1,False
data\results\sequences\train\sequence_0.npy,0,train,1306,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241118T225454Z_idx10130.npy,260077,260251,174,26007.7,26025.1,17.4,False
data\results\sequences\train\sequence_0.npy,0,train,1307,Nothing,data\results\fragments_combined\Nothing\AMAR887.20240903T012437Z_idx11461.npy,260251,260451,200,26025.1,26045.1,20.0,False
data\results\sequences\train\sequence_0.npy,0,train,1308,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241203T104249Z_idx11394.npy,260451,260635,184,26045.1,26063.5,18.4,False
data\results\sequences\train\sequence_0.npy,0,train,1309,G01,data\results\fragments_combined\G01\AMAR170.20241018T222714Z_idx8353.npy,260635,260656,21,26063.5,26065.6,2.1,False
data\results\sequences\train\sequence_0.npy,0,train,1310,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250303T020257Z_idx9802.npy,260656,260975,319,26065.6,26097.5,31.9,False
data\results\sequences\train\sequence_0.npy,0,train,1311,G01,data\results\fragments_combined\G01\AMAR170.20240803T203714Z_idx5926.npy,260975,260989,14,26097.5,26098.9,1.4,False
data\results\sequences\train\sequence_0.npy,0,train,1312,G01,data\results\fragments_combined\G01\AMAR170.20240419T130445Z_idx3711.npy,260989,261013,24,26098.9,26101.3,2.4,False
data\results\sequences\train\sequence_0.npy,0,train,1313,G01,data\results\fragments_combined\G01\AMAR170.20241003T004714Z_idx7373.npy,261013,261029,16,26101.3,26102.9,1.6,False
data\results\sequences\train\sequence_0.npy,0,train,1314,G01,data\results\fragments_combined\G01\AMAR170.20241003T014714Z_idx7508.npy,261029,261051,22,26102.9,26105.1,2.2,False
data\results\sequences\train\sequence_0.npy,0,train,1315,G01,data\results\fragments_combined\G01\AMAR170.20240703T190445Z_idx4686.npy,261051,261060,9,26105.1,26106.0,0.9,False
data\results\sequences\train\sequence_0.npy,0,train,1316,G01,data\results\fragments_combined\G01\AMAR170.20241003T014714Z_idx7503.npy,261060,261098,38,26106.0,26109.8,3.8,False
data\results\sequences\train\sequence_0.npy,0,train,1317,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241003T162714Z_idx11023.npy,261098,261241,143,26109.8,26124.1,14.3,False
data\results\sequences\train\sequence_0.npy,0,train,1318,G01,data\results\fragments_combined\G01\AMAR170.20240803T124714Z_idx5501.npy,261241,261256,15,26124.1,26125.6,1.5,False
data\results\sequences\train\sequence_0.npy,0,train,1319,G01,data\results\fragments_combined\G01\AMAR170.20240419T125445Z_idx3672.npy,261256,261295,39,26125.6,26129.5,3.9,False
data\results\sequences\train\sequence_0.npy,0,train,1320,G01,data\results\fragments_combined\G01\AMAR170.20240803T183714Z_idx5826.npy,261295,261301,6,26129.5,26130.1,0.6,False
data\results\sequences\train\sequence_0.npy,0,train,1321,G01,data\results\fragments_combined\G01\AMAR887.20240903T002437Z_idx8932.npy,261301,261404,103,26130.1,26140.4,10.3,False
data\results\sequences\train\sequence_0.npy,0,train,1322,G01,data\results\fragments_combined\G01\AMAR1270.20250218T011257Z_idx1167.npy,261404,261426,22,26140.4,26142.6,2.2,False
data\results\sequences\train\sequence_0.npy,0,train,1323,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240718T012714Z_idx10616.npy,261426,261458,32,26142.6,26145.8,3.2,False
data\results\sequences\train\sequence_0.npy,0,train,1324,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T064454Z_idx10170.npy,261458,261479,21,26145.8,26147.9,2.1,False
data\results\sequences\train\sequence_0.npy,0,train,1325,Nothing,data\results\fragments_combined\Nothing\AMAR1271.20250403T092003Z_idx9993.npy,261479,261818,339,26147.9,26181.8,33.9,False
data\results\sequences\train\sequence_0.npy,0,train,1326,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T083714Z_idx10702.npy,261818,262350,532,26181.8,26235.0,53.2,False
data\results\sequences\train\sequence_0.npy,0,train,1327,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240903T043714Z_idx10830.npy,262350,262383,33,26235.0,26238.3,3.3,False
data\results\sequences\train\sequence_0.npy,0,train,1328,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240803T062714Z_idx10688.npy,262383,262998,615,26238.3,26299.8,61.5,False
data\results\sequences\train\sequence_0.npy,0,train,1329,Nothing,data\results\fragments_combined\Nothing\AMAR170.20240419T010445Z_idx10390.npy,262998,263482,484,26299.8,26348.2,48.4,False
data\results\sequences\train\sequence_0.npy,0,train,1330,Nothing,data\results\fragments_combined\Nothing\AMAR1270.20250318T050257Z_idx9870.npy,263482,264053,571,26348.2,26405.3,57.1,False
data\results\sequences\train\sequence_0.npy,0,train,1331,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241003T143714Z_idx11019.npy,264053,264597,544,26405.3,26459.7,54.4,False
data\results\sequences\train\sequence_0.npy,0,train,1332,Nothing,data\results\fragments_combined\Nothing\AMAR170.20241018T033714Z_idx11055.npy,264597,264804,207,26459.7,26480.4,20.7,False
data\results\sequences\train\sequence_0.npy,0,train,1333,G01,data\results\fragments_combined\G01\AMAR170.20240718T032714Z_idx4925.npy,264804,264808,4,26480.4,26480.8,0.4,False
data\results\sequences\train\sequence_0.npy,0,train,1334,G01,data\results\fragments_combined\G01\AMAR1273.20241218T053454Z_idx2234.npy,264808,264872,64,26480.8,26487.2,6.4,False
data\results\sequences\train\sequence_0.npy,0,train,1335,G01,data\results\fragments_combined\G01\AMAR170.20240419T150445Z_idx3810.npy,264872,264879,7,26487.2,26487.9,0.7,False
data\results\sequences\train\sequence_0.npy,0,train,1336,Nothing,data\results\fragments_combined\Nothing\AMAR184.20241103T061732Z_idx11304.npy,264879,264980,101,26487.9,26498.0,10.1,False
data\results\sequences\train\sequence_0.npy,0,train,1337,G01,data\results\fragments_combined\G01\AMAR170.20240419T205445Z_idx4167.npy,264980,265009,29,26498.0,26500.9,2.9,False
data\results\sequences\train\sequence_0.npy,0,train,1338,Nothing,data\results\fragments_combined\Nothing\AMAR1273.20241218T055454Z_idx10167.npy,265009,265444,435,26500.9,26544.4,43.5,False
