sequence_path,sequence_idx,split,segment_idx,label,snippet_path,start_frame,end_frame,duration_frames,start_s,end_s,duration_s,truncated
data\results\sequences_low_freq\train\sequence_0.npy,0,train,300,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2233_idx599.npy,20128,20146,18,2012.8,2014.6,1.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,301,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2624_idx468.npy,20146,20174,28,2014.6,2017.4,2.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,302,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0096_idx501.npy,20174,20253,79,2017.4,2025.3,7.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,303,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1864_idx409.npy,20253,20338,85,2025.3,2033.8,8.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,304,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0104_idx509.npy,20338,20400,62,2033.8,2040.0,6.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,305,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2232_idx597.npy,20400,20494,94,2040.0,2049.4,9.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,306,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1870_idx420.npy,20494,20519,25,2049.4,2051.9,2.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,307,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx349.npy,20519,20535,16,2051.9,2053.5,1.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,308,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx292.npy,20535,20596,61,2053.5,2059.6,6.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,309,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2232_idx598.npy,20596,20620,24,2059.6,2062.0,2.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,310,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1160_idx558.npy,20620,20713,93,2062.0,2071.3,9.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,311,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0768_idx391.npy,20713,20730,17,2071.3,2073.0,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,312,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2223_idx435.npy,20730,20747,17,2073.0,2074.7,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,313,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2224_idx440.npy,20747,20792,45,2074.7,2079.2,4.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,314,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1537_idx575.npy,20792,20819,27,2079.2,2081.9,2.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,315,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2981_idx483.npy,20819,20881,62,2081.9,2088.1,6.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,316,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2977_idx652.npy,20881,20971,90,2088.1,2097.1,9.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,317,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx339.npy,20971,20990,19,2097.1,2099.0,1.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,318,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0092_idx494.npy,20990,21042,52,2099.0,2104.2,5.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,319,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx365.npy,21042,21124,82,2104.2,2112.4,8.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,320,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0105_idx516.npy,21124,21216,92,2112.4,2121.6,9.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,321,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx269.npy,21216,21240,24,2121.6,2124.0,2.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,322,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx298.npy,21240,21255,15,2124.0,2125.5,1.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,323,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx291.npy,21255,21304,49,2125.5,2130.4,4.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,324,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2223_idx438.npy,21304,21348,44,2130.4,2134.8,4.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,325,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2229_idx585.npy,21348,21435,87,2134.8,2143.5,8.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,326,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1537_idx577.npy,21435,21478,43,2143.5,2147.8,4.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,327,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2230_idx456.npy,21478,21518,40,2147.8,2151.8,4.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,328,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx319.npy,21518,21608,90,2151.8,2160.8,9.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,329,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx375.npy,21608,21645,37,2160.8,2164.5,3.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,330,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2974_idx642.npy,21645,21692,47,2164.5,2169.2,4.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,331,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0763_idx526.npy,21692,21728,36,2169.2,2172.8,3.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,332,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx306.npy,21728,21775,47,2172.8,2177.5,4.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,333,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2233_idx601.npy,21775,21804,29,2177.5,2180.4,2.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,334,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0756_idx522.npy,21804,21895,91,2180.4,2189.5,9.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,335,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1878_idx431.npy,21895,21990,95,2189.5,2199.0,9.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,336,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx289.npy,21990,22064,74,2199.0,2206.4,7.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,337,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2978_idx655.npy,22064,22140,76,2206.4,2214.0,7.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,338,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2223_idx437.npy,22140,22204,64,2214.0,2220.4,6.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,339,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0092_idx497.npy,22204,22262,58,2220.4,2226.2,5.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,340,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx249.npy,22262,22341,79,2226.2,2234.1,7.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,341,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2614_idx620.npy,22341,22372,31,2234.1,2237.2,3.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,342,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx381.npy,22372,22446,74,2237.2,2244.6,7.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,343,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2229_idx584.npy,22446,22543,97,2244.6,2254.3,9.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,344,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1537_idx578.npy,22543,22617,74,2254.3,2261.7,7.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,345,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx379.npy,22617,22689,72,2261.7,2268.9,7.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,346,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx299.npy,22689,22711,22,2268.9,2271.1,2.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,347,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx332.npy,22711,22793,82,2271.1,2279.3,8.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,348,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2228_idx449.npy,22793,22878,85,2279.3,2287.8,8.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,349,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1149_idx549.npy,22878,22888,10,2287.8,2288.8,1.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,350,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0096_idx500.npy,22888,22958,70,2288.8,2295.8,7.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,351,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1160_idx556.npy,22958,23022,64,2295.8,2302.2,6.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,352,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx267.npy,23022,23104,82,2302.2,2310.4,8.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,353,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2979_idx659.npy,23104,23151,47,2310.4,2315.1,4.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,354,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2614_idx619.npy,23151,23242,91,2315.1,2324.2,9.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,355,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx290.npy,23242,23257,15,2324.2,2325.7,1.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,356,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0763_idx525.npy,23257,23325,68,2325.7,2332.5,6.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,357,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00573_idx254.npy,23325,23409,84,2332.5,2340.9,8.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,358,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1864_idx413.npy,23409,23488,79,2340.9,2348.8,7.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,359,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx295.npy,23488,23549,61,2348.8,2354.9,6.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,360,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0763_idx527.npy,23549,23638,89,2354.9,2363.8,8.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,361,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2624_idx466.npy,23638,23688,50,2363.8,2368.8,5.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,362,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0100_idx508.npy,23688,23775,87,2368.8,2377.5,8.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,363,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2228_idx582.npy,23775,23789,14,2377.5,2378.9,1.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,364,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2223_idx434.npy,23789,23833,44,2378.9,2383.3,4.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,365,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx333.npy,23833,23909,76,2383.3,2390.9,7.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,366,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1878_idx429.npy,23909,23958,49,2390.9,2395.8,4.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,367,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1870_idx421.npy,23958,24011,53,2395.8,2401.1,5.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,368,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2977_idx651.npy,24011,24020,9,2401.1,2402.0,0.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,369,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2233_idx602.npy,24020,24097,77,2402.0,2409.7,7.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,370,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx345.npy,24097,24142,45,2409.7,2414.2,4.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,371,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2613_idx614.npy,24142,24172,30,2414.2,2417.2,3.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,372,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx336.npy,24172,24268,96,2417.2,2426.8,9.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,373,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx309.npy,24268,24337,69,2426.8,2433.7,6.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,374,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1148_idx548.npy,24337,24374,37,2433.7,2437.4,3.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,375,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2230_idx457.npy,24374,24453,79,2437.4,2445.3,7.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,376,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx304.npy,24453,24513,60,2445.3,2451.3,6.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,377,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C1867_idx414.npy,24513,24581,68,2451.3,2458.1,6.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,378,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2232_idx594.npy,24581,24655,74,2458.1,2465.5,7.4,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,379,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2228_idx453.npy,24655,24731,76,2465.5,2473.1,7.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,380,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx286.npy,24731,24748,17,2473.1,2474.8,1.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,381,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2971_idx638.npy,24748,24841,93,2474.8,2484.1,9.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,382,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2232_idx595.npy,24841,24877,36,2484.1,2487.7,3.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,383,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx360.npy,24877,24922,45,2487.7,2492.2,4.5,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,384,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0765_idx530.npy,24922,24992,70,2492.2,2499.2,7.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,385,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx303.npy,24992,25044,52,2499.2,2504.4,5.2,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,386,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1160_idx554.npy,25044,25104,60,2504.4,2510.4,6.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,387,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2228_idx583.npy,25104,25174,70,2510.4,2517.4,7.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,388,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0756_idx521.npy,25174,25251,77,2517.4,2525.1,7.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,389,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx275.npy,25251,25309,58,2525.1,2530.9,5.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,390,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx313.npy,25309,25350,41,2530.9,2535.0,4.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,391,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx374.npy,25350,25443,93,2535.0,2544.3,9.3,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,392,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2611_idx610.npy,25443,25542,99,2544.3,2554.2,9.9,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,393,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C2968_idx630.npy,25542,25593,51,2554.2,2559.3,5.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,394,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0763_idx524.npy,25593,25669,76,2559.3,2566.9,7.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,395,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2624_idx465.npy,25669,25746,77,2566.9,2574.6,7.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,396,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx308.npy,25746,25804,58,2574.6,2580.4,5.8,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,397,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1149_idx550.npy,25804,25824,20,2580.4,2582.4,2.0,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,398,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C2224_idx441.npy,25824,25851,27,2582.4,2585.1,2.7,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,399,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C0100_idx506.npy,25851,25942,91,2585.1,2594.2,9.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,400,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1160_idx555.npy,25942,26028,86,2594.2,2602.8,8.6,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,401,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\B92C1526_idx572.npy,26028,26059,31,2602.8,2605.9,3.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,402,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\26D00033_idx253.npy,26059,26100,41,2605.9,2610.0,4.1,False
data\results\sequences_low_freq\train\sequence_0.npy,0,train,403,Nothing,data\results\fragments_combined\fragments_32khz\Nothing\279C0768_idx389.npy,26100,26116,16,2610.0,2611.6,1.6,True
data\results\sequences_low_freq\val\sequence_0.npy,0,val,0,G01,data\results\fragments_combined\fragments_32khz\G01\279C0263_idx30.npy,0,60,60,0.0,6.0,6.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,1,G01,data\results\fragments_combined\fragments_32khz\G01\279C2624_idx129.npy,60,286,226,6.0,28.6,22.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,2,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0756_idx176.npy,286,298,12,28.6,29.8,1.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,3,G01,data\results\fragments_combined\fragments_32khz\G01\279C0439_idx44.npy,298,310,12,29.8,31.0,1.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,4,G01,data\results\fragments_combined\fragments_32khz\G01\279C0444_idx53.npy,310,324,14,31.0,32.4,1.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,5,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx198.npy,324,353,29,32.4,35.3,2.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,6,G01,data\results\fragments_combined\fragments_32khz\G01\279C0445_idx61.npy,353,357,4,35.3,35.7,0.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,7,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0100_idx164.npy,357,440,83,35.7,44.0,8.3,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,8,G01,data\results\fragments_combined\fragments_32khz\G01\279C1863_idx77.npy,440,612,172,44.0,61.2,17.2,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,9,G01,data\results\fragments_combined\fragments_32khz\G01\26D01649_idx23.npy,612,618,6,61.2,61.8,0.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,10,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1537_idx202.npy,618,637,19,61.8,63.7,1.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,11,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx215.npy,637,657,20,63.7,65.7,2.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,12,G01,data\results\fragments_combined\fragments_32khz\G01\279C0263_idx31.npy,657,717,60,65.7,71.7,6.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,13,G01,data\results\fragments_combined\fragments_32khz\G01\279C0445_idx63.npy,717,728,11,71.7,72.8,1.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,14,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx191.npy,728,754,26,72.8,75.4,2.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,15,G01,data\results\fragments_combined\fragments_32khz\G01\279C0265_idx34.npy,754,1285,531,75.4,128.5,53.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,16,G01,data\results\fragments_combined\fragments_32khz\G01\279C2980_idx142.npy,1285,1301,16,128.5,130.1,1.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,17,G01,data\results\fragments_combined\fragments_32khz\G01\279C0454_idx69.npy,1301,1344,43,130.1,134.4,4.3,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,18,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0105_idx167.npy,1344,1353,9,134.4,135.3,0.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,19,G01,data\results\fragments_combined\fragments_32khz\G01\279C0268_idx35.npy,1353,1360,7,135.3,136.0,0.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,20,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx211.npy,1360,1517,157,136.0,151.7,15.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,21,G01,data\results\fragments_combined\fragments_32khz\G01\279C0439_idx40.npy,1517,1585,68,151.7,158.5,6.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,22,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1525_idx200.npy,1585,1609,24,158.5,160.9,2.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,23,G01,data\results\fragments_combined\fragments_32khz\G01\279C0445_idx57.npy,1609,1647,38,160.9,164.7,3.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,24,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx109.npy,1647,1658,11,164.7,165.8,1.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,25,G01,data\results\fragments_combined\fragments_32khz\G01\279C0439_idx43.npy,1658,1667,9,165.8,166.7,0.9,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,26,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx209.npy,1667,2072,405,166.7,207.2,40.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,27,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx216.npy,2072,2079,7,207.2,207.9,0.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,28,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0092_idx157.npy,2079,2087,8,207.9,208.7,0.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,29,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2614_idx230.npy,2087,2153,66,208.7,215.3,6.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,30,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2611_idx226.npy,2153,2188,35,215.3,218.8,3.5,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,31,G01,data\results\fragments_combined\fragments_32khz\G01\26D01643_idx16.npy,2188,2289,101,218.8,228.9,10.1,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,32,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2231_idx210.npy,2289,2317,28,228.9,231.7,2.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,33,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1161_idx195.npy,2317,2483,166,231.7,248.3,16.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,34,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0776_idx182.npy,2483,2499,16,248.3,249.9,1.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,35,G01,data\results\fragments_combined\fragments_32khz\G01\26D01640_idx11.npy,2499,2507,8,249.9,250.7,0.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,36,G01,data\results\fragments_combined\fragments_32khz\G01\279C2241_idx122.npy,2507,2581,74,250.7,258.1,7.4,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,37,G01,data\results\fragments_combined\fragments_32khz\G01\279C0439_idx42.npy,2581,2587,6,258.1,258.7,0.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,38,G01,data\results\fragments_combined\fragments_32khz\G01\B92C1149_idx190.npy,2587,2594,7,258.7,259.4,0.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,39,G01,data\results\fragments_combined\fragments_32khz\G01\B92C2611_idx228.npy,2594,2670,76,259.4,267.0,7.6,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,40,G01,data\results\fragments_combined\fragments_32khz\G01\279C2228_idx105.npy,2670,2690,20,267.0,269.0,2.0,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,41,G01,data\results\fragments_combined\fragments_32khz\G01\B92C0096_idx160.npy,2690,2697,7,269.0,269.7,0.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,42,G01,data\results\fragments_combined\fragments_32khz\G01\26D01643_idx15.npy,2697,2754,57,269.7,275.4,5.7,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,43,G01,data\results\fragments_combined\fragments_32khz\G01\279C2978_idx137.npy,2754,2772,18,275.4,277.2,1.8,False
data\results\sequences_low_freq\val\sequence_0.npy,0,val,44,G01,data\results\fragments_combined\fragments_32khz\G01\279C0445_idx60.npy,2772,2787,15,277.2,278.7,1.5,False
