index,snippet_path,label,source_filepath,onset_s,offset_s,duration_s,n_frames,_manifest_dir,split
268,data\results\fragments_combined\fragments_32khz\Nothing\26D01636_idx268.npy,Nothing,G:\F3\F3a_20250403\26D01636.WAV,512.0040291905425,518.9877364783048,6.983707287762286,70,data\results\fragments_combined\fragments_32khz,val
269,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx269.npy,Nothing,G:\F3\F3a_20250118\26D01640.WAV,1776.278037320465,1778.6771652439786,2.3991279235135607,24,data\results\fragments_combined\fragments_32khz,train
270,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx270.npy,Nothing,G:\F3\F3a_20250118\26D01640.WAV,1191.5397417658817,1198.355824903506,6.816083137624219,69,data\results\fragments_combined\fragments_32khz,val
271,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx271.npy,Nothing,G:\F3\F3a_20250118\26D01640.WAV,1751.24982071468,1759.1667465093888,7.916925794708732,80,data\results\fragments_combined\fragments_32khz,test
272,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx272.npy,Nothing,G:\F3\F3a_20250118\26D01640.WAV,194.09628350594832,195.92435498816107,1.8280714822127493,19,data\results\fragments_combined\fragments_32khz,train
273,data\results\fragments_combined\fragments_32khz\Nothing\26D01640_idx273.npy,Nothing,G:\F3\F3a_20250118\26D01640.WAV,1751.5206624233615,1758.3704905603713,6.849828137009808,69,data\results\fragments_combined\fragments_32khz,val
274,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx274.npy,Nothing,G:\F3\F3a_20250118\26D01643.WAV,431.4622008714605,439.2296900169128,7.767489145452316,78,data\results\fragments_combined\fragments_32khz,test
275,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx275.npy,Nothing,G:\F3\F3a_20250118\26D01643.WAV,118.97640137615514,124.7354056824061,5.759004306250958,58,data\results\fragments_combined\fragments_32khz,train
276,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx276.npy,Nothing,G:\F3\F3a_20250118\26D01643.WAV,434.4494728317377,435.24224226013314,0.7927694283954452,8,data\results\fragments_combined\fragments_32khz,val
277,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx277.npy,Nothing,G:\F3\F3a_20250118\26D01643.WAV,408.9998820467886,411.5384364385741,2.5385543917854534,26,data\results\fragments_combined\fragments_32khz,train
278,data\results\fragments_combined\fragments_32khz\Nothing\26D01643_idx278.npy,Nothing,G:\F3\F3a_20250118\26D01643.WAV,416.1910132112552,418.913438326976,2.722425115720796,28,data\results\fragments_combined\fragments_32khz,train
279,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx279.npy,Nothing,G:\F3\F3a_20250118\26D01646.WAV,1758.2158042228964,1761.3889511971054,3.173146974208976,32,data\results\fragments_combined\fragments_32khz,train
280,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx280.npy,Nothing,G:\F3\F3a_20250118\26D01646.WAV,1727.9273022507423,1733.7191076979846,5.791805447242268,58,data\results\fragments_combined\fragments_32khz,val
281,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx281.npy,Nothing,G:\F3\F3a_20250118\26D01646.WAV,148.9656183558216,157.1988120101489,8.233193654327323,83,data\results\fragments_combined\fragments_32khz,train
282,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx282.npy,Nothing,G:\F3\F3a_20250118\26D01646.WAV,829.3115678362656,836.6739816669318,7.362413830666242,74,data\results\fragments_combined\fragments_32khz,train
283,data\results\fragments_combined\fragments_32khz\Nothing\26D01646_idx283.npy,Nothing,G:\F3\F3a_20250118\26D01646.WAV,1670.598270499313,1672.545235475088,1.9469649757750176,20,data\results\fragments_combined\fragments_32khz,train
284,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx284.npy,Nothing,G:\F3\F3a_20250118\26D01649.WAV,1217.6408075206468,1221.7605091685634,4.1197016479166,42,data\results\fragments_combined\fragments_32khz,train
285,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx285.npy,Nothing,G:\F3\F3a_20250118\26D01649.WAV,1040.3718347418796,1046.859519376509,6.487684634629432,65,data\results\fragments_combined\fragments_32khz,train
286,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx286.npy,Nothing,G:\F3\F3a_20250118\26D01649.WAV,929.0872812779892,930.708337348134,1.6210560701448458,17,data\results\fragments_combined\fragments_32khz,train
287,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx287.npy,Nothing,G:\F3\F3a_20250118\26D01649.WAV,254.8043163253292,263.93583288705145,9.131516561722236,92,data\results\fragments_combined\fragments_32khz,train
288,data\results\fragments_combined\fragments_32khz\Nothing\26D01649_idx288.npy,Nothing,G:\F3\F3a_20250118\26D01649.WAV,1608.4065707983168,1618.11374638312,9.70717558480328,98,data\results\fragments_combined\fragments_32khz,train
289,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx289.npy,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,1447.329103101934,1454.6395598989443,7.310456797010374,74,data\results\fragments_combined\fragments_32khz,train
290,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx290.npy,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,982.9514172992854,984.3671314397436,1.415714140458249,15,data\results\fragments_combined\fragments_32khz,train
291,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx291.npy,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,1491.8865591555857,1496.7164339090048,4.829874753419063,49,data\results\fragments_combined\fragments_32khz,train
292,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx292.npy,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,191.69813574909165,197.70072165403965,6.002585904948006,61,data\results\fragments_combined\fragments_32khz,train
293,data\results\fragments_combined\fragments_32khz\Nothing\26D01659_idx293.npy,Nothing,G:\F3\AuralF3_20240901\26D01659.WAV,778.3129855674267,786.9508212663043,8.637835698877552,87,data\results\fragments_combined\fragments_32khz,train
294,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx294.npy,Nothing,G:\F3\F3a_20250418\26D02000.WAV,1162.252480436845,1166.8573643147083,4.604883877863358,47,data\results\fragments_combined\fragments_32khz,train
295,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx295.npy,Nothing,G:\F3\F3a_20250418\26D02000.WAV,7.608354741979883,13.65728544665087,6.048930704670988,61,data\results\fragments_combined\fragments_32khz,train
296,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx296.npy,Nothing,G:\F3\F3a_20250418\26D02000.WAV,167.17137305179006,171.62154337241083,4.450170320620771,45,data\results\fragments_combined\fragments_32khz,train
297,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx297.npy,Nothing,G:\F3\F3a_20250418\26D02000.WAV,13.145210203303066,18.338122986125995,5.19291278282293,52,data\results\fragments_combined\fragments_32khz,train
298,data\results\fragments_combined\fragments_32khz\Nothing\26D02000_idx298.npy,Nothing,G:\F3\F3a_20250418\26D02000.WAV,55.62976820872617,57.11209640209041,1.4823281933642392,15,data\results\fragments_combined\fragments_32khz,train
299,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx299.npy,Nothing,G:\F3\F3a_20250418\26D02019.WAV,974.1579297573944,976.2785629584948,2.120633201100418,22,data\results\fragments_combined\fragments_32khz,train
300,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx300.npy,Nothing,G:\F3\F3a_20250418\26D02019.WAV,1749.7619234184576,1753.5571865615386,3.7952631430810015,38,data\results\fragments_combined\fragments_32khz,train
301,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx301.npy,Nothing,G:\F3\F3a_20250418\26D02019.WAV,809.2662757965652,809.9829125713474,0.7166367747821596,8,data\results\fragments_combined\fragments_32khz,val
302,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx302.npy,Nothing,G:\F3\F3a_20250418\26D02019.WAV,1691.6577355169898,1699.5937201758677,7.935984658877942,80,data\results\fragments_combined\fragments_32khz,train
303,data\results\fragments_combined\fragments_32khz\Nothing\26D02019_idx303.npy,Nothing,G:\F3\F3a_20250418\26D02019.WAV,1787.9472606472382,1793.0705147902006,5.123254142962423,52,data\results\fragments_combined\fragments_32khz,train
304,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx304.npy,Nothing,G:\F1\F1_20240421\279C0115.WAV,167.0151396958362,172.94655619340892,5.931416497572712,60,data\results\fragments_combined\fragments_32khz,train
305,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx305.npy,Nothing,G:\F1\F1_20240421\279C0115.WAV,1123.8716622305017,1126.9079310298746,3.03626879937292,31,data\results\fragments_combined\fragments_32khz,val
306,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx306.npy,Nothing,G:\F1\F1_20240421\279C0115.WAV,7.650553977623867,12.32021285052181,4.669658872897943,47,data\results\fragments_combined\fragments_32khz,train
307,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx307.npy,Nothing,G:\F1\F1_20240421\279C0115.WAV,49.13125116075434,57.481024440600734,8.349773279846396,84,data\results\fragments_combined\fragments_32khz,train
308,data\results\fragments_combined\fragments_32khz\Nothing\279C0115_idx308.npy,Nothing,G:\F1\F1_20240421\279C0115.WAV,544.8449514637302,550.6082948273512,5.763343363620948,58,data\results\fragments_combined\fragments_32khz,train
309,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx309.npy,Nothing,G:\F2\F2a_20250203\279C0246.WAV,461.354310378847,468.2405912627252,6.886280883878214,69,data\results\fragments_combined\fragments_32khz,train
310,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx310.npy,Nothing,G:\F2\F2a_20250203\279C0246.WAV,537.3718776680662,544.7783265037916,7.406448835725428,75,data\results\fragments_combined\fragments_32khz,train
311,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx311.npy,Nothing,G:\F2\F2a_20250203\279C0246.WAV,990.0040186556612,991.5275576422422,1.523538986581002,16,data\results\fragments_combined\fragments_32khz,val
312,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx312.npy,Nothing,G:\F2\F2a_20250203\279C0246.WAV,1331.3513537541005,1332.206773037774,0.8554192836734273,9,data\results\fragments_combined\fragments_32khz,train
313,data\results\fragments_combined\fragments_32khz\Nothing\279C0246_idx313.npy,Nothing,G:\F2\F2a_20250203\279C0246.WAV,567.7936187282822,571.8173804249755,4.023761696693214,41,data\results\fragments_combined\fragments_32khz,train
314,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx314.npy,Nothing,G:\F2\F2a_20250203\279C0252.WAV,1751.5195945566586,1755.0324140384744,3.512819481815768,36,data\results\fragments_combined\fragments_32khz,val
315,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx315.npy,Nothing,G:\F2\F2a_20250203\279C0252.WAV,1085.4006296605776,1088.6643491229088,3.26371946233121,33,data\results\fragments_combined\fragments_32khz,train
316,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx316.npy,Nothing,G:\F2\F2a_20250203\279C0252.WAV,997.042823352664,1006.4352372681292,9.392413915465228,94,data\results\fragments_combined\fragments_32khz,test
317,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx317.npy,Nothing,G:\F2\F2a_20250203\279C0252.WAV,828.3312678935489,829.257918777776,0.9266508842271152,10,data\results\fragments_combined\fragments_32khz,train
318,data\results\fragments_combined\fragments_32khz\Nothing\279C0252_idx318.npy,Nothing,G:\F2\F2a_20250203\279C0252.WAV,618.8376172782105,627.8085513076321,8.970934029421642,90,data\results\fragments_combined\fragments_32khz,train
319,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx319.npy,Nothing,G:\F2\F2a_20250203\279C0263.WAV,569.7347426127455,578.6972712760916,8.962528663346006,90,data\results\fragments_combined\fragments_32khz,train
320,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx320.npy,Nothing,G:\F2\F2a_20250203\279C0263.WAV,1679.4771503459012,1682.9784763382938,3.5013259923925943,36,data\results\fragments_combined\fragments_32khz,train
321,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx321.npy,Nothing,G:\F2\F2a_20250203\279C0263.WAV,1127.8618002131666,1134.6475822132604,6.785782000093832,68,data\results\fragments_combined\fragments_32khz,train
322,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx322.npy,Nothing,G:\F2\F2a_20250203\279C0263.WAV,1154.0788760761593,1161.673377383975,7.59450130781579,76,data\results\fragments_combined\fragments_32khz,val
323,data\results\fragments_combined\fragments_32khz\Nothing\279C0263_idx323.npy,Nothing,G:\F2\F2a_20250203\279C0263.WAV,1345.347630064295,1354.7473549943657,9.39972493007076,94,data\results\fragments_combined\fragments_32khz,train
324,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx324.npy,Nothing,G:\F2\F2a_20250203\279C0265.WAV,96.3286822338605,104.72425261904712,8.395570385186616,84,data\results\fragments_combined\fragments_32khz,val
325,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx325.npy,Nothing,G:\F2\F2a_20250203\279C0265.WAV,897.7428650613977,899.9459139888962,2.203048927498571,23,data\results\fragments_combined\fragments_32khz,train
326,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx326.npy,Nothing,G:\F2\F2a_20250203\279C0265.WAV,1139.8763524554856,1142.2424817797742,2.366129324288522,24,data\results\fragments_combined\fragments_32khz,train
327,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx327.npy,Nothing,G:\F2\F2a_20250203\279C0265.WAV,784.8173746664918,792.702720629783,7.885345963291229,79,data\results\fragments_combined\fragments_32khz,train
328,data\results\fragments_combined\fragments_32khz\Nothing\279C0265_idx328.npy,Nothing,G:\F2\F2a_20250203\279C0265.WAV,1643.3641605349883,1645.2311868092252,1.8670262742368775,19,data\results\fragments_combined\fragments_32khz,train
329,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx329.npy,Nothing,G:\F2\F2a_20250203\279C0268.WAV,69.45748483002261,72.13921711501173,2.681732284989124,27,data\results\fragments_combined\fragments_32khz,train
330,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx330.npy,Nothing,G:\F2\F2a_20250203\279C0268.WAV,52.41557386667614,54.07298266064719,1.657408793971051,17,data\results\fragments_combined\fragments_32khz,train
331,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx331.npy,Nothing,G:\F2\F2a_20250203\279C0268.WAV,1664.5606536578232,1671.656146796431,7.095493138607708,71,data\results\fragments_combined\fragments_32khz,val
332,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx332.npy,Nothing,G:\F2\F2a_20250203\279C0268.WAV,1152.9453210227382,1161.0845040214697,8.139182998731485,82,data\results\fragments_combined\fragments_32khz,train
333,data\results\fragments_combined\fragments_32khz\Nothing\279C0268_idx333.npy,Nothing,G:\F2\F2a_20250203\279C0268.WAV,1652.310123253703,1659.8304712909007,7.520348037197664,76,data\results\fragments_combined\fragments_32khz,train
334,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx334.npy,Nothing,G:\F2\F2a_20250211\279C0439.WAV,237.01710393911432,246.3289481736761,9.31184423456179,94,data\results\fragments_combined\fragments_32khz,test
335,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx335.npy,Nothing,G:\F2\F2a_20250211\279C0439.WAV,384.52232819790623,387.8813407698252,3.3590125719189814,34,data\results\fragments_combined\fragments_32khz,train
336,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx336.npy,Nothing,G:\F2\F2a_20250211\279C0439.WAV,1174.653603633315,1184.2320245752612,9.578420941946206,96,data\results\fragments_combined\fragments_32khz,train
337,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx337.npy,Nothing,G:\F2\F2a_20250211\279C0439.WAV,1201.5186625376784,1210.8043426161428,9.285680078464338,93,data\results\fragments_combined\fragments_32khz,test
338,data\results\fragments_combined\fragments_32khz\Nothing\279C0439_idx338.npy,Nothing,G:\F2\F2a_20250211\279C0439.WAV,0.7731819830636394,7.295945544033948,6.522763560970309,66,data\results\fragments_combined\fragments_32khz,test
339,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx339.npy,Nothing,G:\F2\F2a_20250211\279C0440.WAV,1735.7900904828912,1737.6233166549982,1.8332261721070608,19,data\results\fragments_combined\fragments_32khz,train
340,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx340.npy,Nothing,G:\F2\F2a_20250211\279C0440.WAV,146.15929244761097,152.3216967033375,6.162404255726528,62,data\results\fragments_combined\fragments_32khz,train
341,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx341.npy,Nothing,G:\F2\F2a_20250211\279C0440.WAV,222.41018213053064,227.3503073453059,4.940125214775264,50,data\results\fragments_combined\fragments_32khz,test
342,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx342.npy,Nothing,G:\F2\F2a_20250211\279C0440.WAV,148.47422054031898,150.01108850959346,1.536867969274482,16,data\results\fragments_combined\fragments_32khz,train
343,data\results\fragments_combined\fragments_32khz\Nothing\279C0440_idx343.npy,Nothing,G:\F2\F2a_20250211\279C0440.WAV,1160.473129972934,1163.183217021615,2.710087048681089,28,data\results\fragments_combined\fragments_32khz,train
344,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx344.npy,Nothing,G:\F2\F2a_20250211\279C0441.WAV,1124.348591415911,1133.092111476783,8.743520060872015,88,data\results\fragments_combined\fragments_32khz,train
345,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx345.npy,Nothing,G:\F2\F2a_20250211\279C0441.WAV,45.12287572528756,49.54230563338752,4.419429908099964,45,data\results\fragments_combined\fragments_32khz,train
346,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx346.npy,Nothing,G:\F2\F2a_20250211\279C0441.WAV,89.9393946574862,96.63273940049596,6.69334474300976,67,data\results\fragments_combined\fragments_32khz,train
347,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx347.npy,Nothing,G:\F2\F2a_20250211\279C0441.WAV,509.4831265988437,514.2951469785685,4.8120203797248,49,data\results\fragments_combined\fragments_32khz,train
348,data\results\fragments_combined\fragments_32khz\Nothing\279C0441_idx348.npy,Nothing,G:\F2\F2a_20250211\279C0441.WAV,83.93009300215624,91.517228664469,7.587135662312761,76,data\results\fragments_combined\fragments_32khz,train
349,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx349.npy,Nothing,G:\F2\F2a_20250211\279C0443.WAV,1633.9617521853388,1635.461893943953,1.5001417586142909,16,data\results\fragments_combined\fragments_32khz,train
350,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx350.npy,Nothing,G:\F2\F2a_20250211\279C0443.WAV,1083.4234888964825,1085.312134716313,1.888645819830572,19,data\results\fragments_combined\fragments_32khz,train
351,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx351.npy,Nothing,G:\F2\F2a_20250211\279C0443.WAV,1764.6876044056414,1768.1357838079202,3.448179402278811,35,data\results\fragments_combined\fragments_32khz,train
352,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx352.npy,Nothing,G:\F2\F2a_20250211\279C0443.WAV,374.0058654134848,376.0784167794699,2.0725513659850776,21,data\results\fragments_combined\fragments_32khz,val
353,data\results\fragments_combined\fragments_32khz\Nothing\279C0443_idx353.npy,Nothing,G:\F2\F2a_20250211\279C0443.WAV,1317.9646955368332,1319.9240227911578,1.9593272543245348,20,data\results\fragments_combined\fragments_32khz,val
354,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx354.npy,Nothing,G:\F2\F2a_20250211\279C0444.WAV,18.38655856725508,19.412814954315547,1.0262563870604673,11,data\results\fragments_combined\fragments_32khz,val
355,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx355.npy,Nothing,G:\F2\F2a_20250211\279C0444.WAV,329.55975950687747,330.56688786683566,1.0071283599581875,11,data\results\fragments_combined\fragments_32khz,train
356,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx356.npy,Nothing,G:\F2\F2a_20250211\279C0444.WAV,574.7534565177746,578.9929458576788,4.239489339904253,43,data\results\fragments_combined\fragments_32khz,train
357,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx357.npy,Nothing,G:\F2\F2a_20250211\279C0444.WAV,1216.4021605366663,1221.6951597883776,5.292999251711308,53,data\results\fragments_combined\fragments_32khz,train
358,data\results\fragments_combined\fragments_32khz\Nothing\279C0444_idx358.npy,Nothing,G:\F2\F2a_20250211\279C0444.WAV,1345.847586202527,1346.7605992916483,0.9130130891212502,10,data\results\fragments_combined\fragments_32khz,test
359,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx359.npy,Nothing,G:\F2\F2a_20250211\279C0445.WAV,1050.5985272868656,1053.347603562357,2.7490762754914613,28,data\results\fragments_combined\fragments_32khz,train
360,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx360.npy,Nothing,G:\F2\F2a_20250211\279C0445.WAV,979.720185964486,984.1746790086664,4.454493044180481,45,data\results\fragments_combined\fragments_32khz,train
361,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx361.npy,Nothing,G:\F2\F2a_20250211\279C0445.WAV,1339.1306435089948,1343.1799778243608,4.049334315365968,41,data\results\fragments_combined\fragments_32khz,train
362,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx362.npy,Nothing,G:\F2\F2a_20250211\279C0445.WAV,1126.8228327536638,1135.2406890146551,8.417856260991357,85,data\results\fragments_combined\fragments_32khz,test
363,data\results\fragments_combined\fragments_32khz\Nothing\279C0445_idx363.npy,Nothing,G:\F2\F2a_20250211\279C0445.WAV,1240.0987939626996,1249.3847917183712,9.285997755671588,93,data\results\fragments_combined\fragments_32khz,train
364,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx364.npy,Nothing,G:\F2\F2a_20250211\279C0446.WAV,279.34103158882425,288.41623645613663,9.07520486731238,91,data\results\fragments_combined\fragments_32khz,train
365,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx365.npy,Nothing,G:\F2\F2a_20250211\279C0446.WAV,1071.6670979911737,1079.786343853773,8.1192458625992,82,data\results\fragments_combined\fragments_32khz,train
366,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx366.npy,Nothing,G:\F2\F2a_20250211\279C0446.WAV,1276.539283724668,1284.43974909316,7.90046536849195,80,data\results\fragments_combined\fragments_32khz,train
367,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx367.npy,Nothing,G:\F2\F2a_20250211\279C0446.WAV,786.6982203333419,792.2908666748444,5.592646341502586,56,data\results\fragments_combined\fragments_32khz,train
368,data\results\fragments_combined\fragments_32khz\Nothing\279C0446_idx368.npy,Nothing,G:\F2\F2a_20250211\279C0446.WAV,993.4684709840632,998.3650649572014,4.896593973138238,49,data\results\fragments_combined\fragments_32khz,train
369,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx369.npy,Nothing,G:\F2\F2a_20250211\279C0450.WAV,57.84667189833456,64.4225229750871,6.575851076752542,66,data\results\fragments_combined\fragments_32khz,train
370,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx370.npy,Nothing,G:\F2\F2a_20250211\279C0450.WAV,173.18049865797133,178.22033276119691,5.039834103225587,51,data\results\fragments_combined\fragments_32khz,train
371,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx371.npy,Nothing,G:\F2\F2a_20250211\279C0450.WAV,890.7256020363515,893.4350164713758,2.709414435024314,28,data\results\fragments_combined\fragments_32khz,train
372,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx372.npy,Nothing,G:\F2\F2a_20250211\279C0450.WAV,905.9701667593012,909.5813746212204,3.611207861919297,37,data\results\fragments_combined\fragments_32khz,train
373,data\results\fragments_combined\fragments_32khz\Nothing\279C0450_idx373.npy,Nothing,G:\F2\F2a_20250211\279C0450.WAV,392.2924415962663,399.3070033780978,7.014561781831503,71,data\results\fragments_combined\fragments_32khz,train
374,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx374.npy,Nothing,G:\F2\F2a_20250211\279C0454.WAV,42.65035590679493,51.85566209240762,9.205306185612692,93,data\results\fragments_combined\fragments_32khz,train
375,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx375.npy,Nothing,G:\F2\F2a_20250211\279C0454.WAV,79.99597684881662,83.61540829636117,3.6194314475445424,37,data\results\fragments_combined\fragments_32khz,train
376,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx376.npy,Nothing,G:\F2\F2a_20250211\279C0454.WAV,1462.5377050010045,1469.2372847363251,6.69957973532064,67,data\results\fragments_combined\fragments_32khz,val
377,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx377.npy,Nothing,G:\F2\F2a_20250211\279C0454.WAV,589.7941552534987,595.3550168761233,5.560861622624543,56,data\results\fragments_combined\fragments_32khz,train
378,data\results\fragments_combined\fragments_32khz\Nothing\279C0454_idx378.npy,Nothing,G:\F2\F2a_20250211\279C0454.WAV,444.2834809494543,451.7649659914021,7.481485041947792,75,data\results\fragments_combined\fragments_32khz,train
379,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx379.npy,Nothing,G:\F2\F2a_20250211\279C0461.WAV,68.35563872922171,75.45622095299744,7.1005822237757314,72,data\results\fragments_combined\fragments_32khz,train
380,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx380.npy,Nothing,G:\F2\F2a_20250211\279C0461.WAV,323.5046921853959,329.84129972054416,6.336607535148232,64,data\results\fragments_combined\fragments_32khz,train
381,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx381.npy,Nothing,G:\F2\F2a_20250211\279C0461.WAV,150.62066315786592,158.0149616264445,7.394298468578569,74,data\results\fragments_combined\fragments_32khz,train
382,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx382.npy,Nothing,G:\F2\F2a_20250211\279C0461.WAV,25.61516698755372,27.42054232291284,1.80537533535912,19,data\results\fragments_combined\fragments_32khz,val
383,data\results\fragments_combined\fragments_32khz\Nothing\279C0461_idx383.npy,Nothing,G:\F2\F2a_20250211\279C0461.WAV,134.36399304463538,142.4723927174438,8.108399672808417,82,data\results\fragments_combined\fragments_32khz,test
384,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx384.npy,Nothing,G:\F1\F1_20240518\279C0760.WAV,1776.1374233638508,1784.1910143341902,8.053590970339428,81,data\results\fragments_combined\fragments_32khz,train
385,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx385.npy,Nothing,G:\F1\F1_20240518\279C0760.WAV,1526.507040982642,1529.4141828441143,2.9071418614723825,30,data\results\fragments_combined\fragments_32khz,train
386,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx386.npy,Nothing,G:\F1\F1_20240518\279C0760.WAV,1548.7181651865317,1555.0717393367609,6.3535741502291785,64,data\results\fragments_combined\fragments_32khz,test
387,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx387.npy,Nothing,G:\F1\F1_20240518\279C0760.WAV,695.180402103666,701.0474329126541,5.867030808988147,59,data\results\fragments_combined\fragments_32khz,train
388,data\results\fragments_combined\fragments_32khz\Nothing\279C0760_idx388.npy,Nothing,G:\F1\F1_20240518\279C0760.WAV,1724.5909669210562,1730.0559687884308,5.465001867374667,55,data\results\fragments_combined\fragments_32khz,train
389,data\results\fragments_combined\fragments_32khz\Nothing\279C0768_idx389.npy,Nothing,G:\F1\F1_20240518\279C0768.WAV,271.1774159280358,279.2702407349005,8.092824806864655,81,data\results\fragments_combined\fragments_32khz,train
